ufs_serial,position,split,health,clf_proba_mean,lds_weight
S00855,1,train,0.0,0.1472402320165617,
S00857,1,train,0.0,0.15813839116314776,
S00862,1,train,0.0,0.2414166341682237,
S00864,1,train,0.0,0.17957318121354007,
S00865,1,train,0.0,0.08941932095189459,
S00866,1,train,0.0,0.18233825810923696,
S00867,1,train,0.0,0.30594760111149016,
S00868,1,train,0.0,0.14392101288558753,
S00869,1,train,0.0,0.34696831534256006,
S00870,1,train,0.0,0.3791644403190359,
S00872,1,train,0.0,0.2576999630076054,
S00873,1,train,0.0,0.22342492120370658,
S00874,1,train,0.0,0.17852289523268836,
S00876,1,train,0.0,0.1978517103925379,
S00877,1,train,0.0,0.23095137248992506,
S00879,1,train,0.0,0.17225519836431213,
S00881,1,train,0.0,0.3294637447651771,
S00883,1,train,0.0,0.41867966331130435,
S00884,1,train,0.0,0.30667149401526017,
S00886,1,train,0.0,0.363871611970795,
S00888,1,train,0.0,0.4060416500321679,
S00889,1,train,0.0,0.38514071637282205,
S00895,1,train,0.0,0.14860570421840216,
S00897,1,train,0.0,0.19010881557467685,
S00898,1,train,0.0,0.15683343615550863,
S00899,1,train,0.0,0.41740101313851047,
S00901,1,train,0.0,0.3504131986748385,
S00905,1,train,0.0,0.3175776826863744,
S00906,1,train,0.0,0.4302612893378914,
S00908,1,train,0.0,0.2820237756485629,
S00909,1,train,0.0,0.29474357088956377,
S00910,1,train,0.0,0.3104779984914246,
S00911,1,train,0.0,0.24590572835665514,
S00913,1,train,0.0,0.3366726150145813,
S00915,1,train,0.0,0.434553842179035,
S00918,1,train,0.0,0.2317418900023015,
S00919,1,train,0.0,0.21017289140934226,
S00920,1,train,0.0257126597340783,0.39307599306710256,
S00921,1,train,0.0,0.2927102661689874,
S00925,1,train,0.0,0.4592161679769579,
S00927,1,train,0.0,0.31009293431427576,
S00928,1,train,0.0,0.3795970690685755,
S00932,1,train,0.0,0.36275361702007575,
S00934,1,train,0.0,0.24181643954912427,
S00935,1,train,0.0,0.24405745232650325,
S00937,1,train,0.0,0.469718172342743,
S00939,1,train,0.0,0.4820678260124674,
S00940,1,train,0.0,0.4552118649220742,
S00942,1,train,0.0,0.4347844822536473,
S00943,1,train,0.0,0.4604237344617117,
S00945,1,train,0.0,0.47597154345766973,
S00946,1,train,0.0,0.4617900496733906,
S00947,1,train,0.0,0.5069662802828023,
S00949,1,train,0.0,0.47604253063395335,
S00950,1,train,0.0,0.4949320284870046,
S00951,1,train,0.0,0.4784743770403617,
S00956,1,train,0.0,0.3879214218542925,
S00958,1,train,0.0,0.3529194708181344,
S00959,1,train,0.0,0.4101262919331772,
S00960,1,train,0.0,0.46097643670620875,
S00962,1,train,0.0,0.3923465491441391,
S00963,1,train,0.0,0.3071151808546117,
S00965,1,train,0.0,0.38247291445226805,
S00966,1,train,0.0,0.44967900420986745,
S00969,1,train,0.0,0.13297523027580618,
S00970,1,train,0.0,0.20691852181895387,
S00973,1,train,0.0,0.47758730002314936,
S00975,1,train,0.0,0.44347643284389365,
S00977,1,train,0.0,0.46918746702859604,
S00980,1,train,0.0,0.3803030119746636,
S00982,1,train,0.0,0.4667421258049229,
S00984,1,train,0.0,0.40904645485430996,
S00985,1,train,0.0,0.46079871106943476,
S00988,1,train,0.0,0.5458552077093527,
S00989,1,train,0.0,0.45154944248408985,
S00991,1,train,0.0,0.41919367837400473,
S00992,1,train,0.0,0.4733187134487851,
S00996,1,train,0.0,0.321580237015685,
S00999,1,train,0.0,0.4293671083383069,
S01000,1,train,0.0,0.41556576310068777,
S01001,1,train,0.0,0.42784249364567356,
S01002,1,train,0.0,0.2786458935533989,
S01003,1,train,0.0,0.4090523404711533,
S01004,1,train,0.0,0.36624861613427645,
S01005,1,train,0.0,0.35007516135222533,
S01006,1,train,0.0,0.41117792980878315,
S01008,1,train,0.0,0.3850100061139528,
S01009,1,train,0.0,0.43121907361658846,
