ufs_serial,pred
S01112,0.0021843042692644057
S01113,0.0021582651992302694
S01116,0.002180787014224426
S01118,0.0024391142058612534
S01120,0.0023621818869292255
S01123,0.002540434822156397
S01124,0.002540434822156397
S01125,0.002540434822156397
S01126,0.002360722486429585
S01128,0.0023316347254140786
S01129,0.002429044226367533
S01130,0.002439942289078563
S01133,0.002400350322482146
S01134,0.0025410657144577455
S01135,0.002222938729570723
S01137,0.002180787014224426
S01138,0.0021879392885577904
S01140,0.002222938729570723
S01141,0.002166942630457831
S01142,0.002173766515045711
S01144,0.002239193625123527
S01145,0.0025099350605473384
S01146,0.0026271025512077974
S01147,0.0026271025512077974
S01148,0.002489714676400817
S01152,0.002566110471706462
S01153,0.0025990352778822888
S01156,0.002540654052489958
S01157,0.002550105970738855
S01158,0.0026180338894820523
S01160,0.002637266101533638
S01161,0.0025944527283115245
S01162,0.0025686625426132085
S01163,0.002702726781655239
S01164,0.00265268801298296
S01165,0.002550105970738855
S01168,0.002596671032736459
S01169,0.00265268801298296
S01174,0.002566110471706462
S01176,0.0025656619514464675
S01178,0.0026803700285006385
S01179,0.0025706634239414
S01180,0.0024973154791606235
S01183,0.002666319478465232
S01188,0.00244088292779669
S01189,0.002429044226367533
S01191,0.00265268801298296
S01193,0.0024683331286572924
S01194,0.0024116573964926328
S01195,0.002655169824533306
S01196,0.0022579349756996735
S01197,0.0022298788221483527
S01199,0.0024445305341794445
S01200,0.0024391142058612534
S01202,0.0024445305341794445
S01203,0.0024116573964926328
S01205,0.0025136940958650498
S01209,0.0026086976268640616
S01210,0.00258046905252752
S01212,0.0024849097321675605
S01214,0.002325778864449106
S01215,0.002486447829364076
S01216,0.002592128021536923
S01217,0.002296549830757834
S01219,0.002278934828683615
S01223,0.0024353904437145043
S01225,0.002360722486429585
S01226,0.0024353904437145043
S01228,0.0023047218179402147
S01229,0.0022579349756996735
S01231,0.0022579349756996735
S01232,0.002295633145056669
S01233,0.0021517477061384904
S01238,0.002166942630457831
S01239,0.0021582651992302694
S01242,0.00265268801298296
S01246,0.0025791593476704494
S01248,0.002655169824533306
S01252,0.002652027771895576
S01254,0.0025990352778822888
S01258,0.0025791593476704494
S01259,0.002637266101533638
S01262,0.002666319478465232
S01264,0.002730183400826169
S01265,0.0024565737888218343
S01267,0.002637266101533638
S01268,0.002342788103783089
S01270,0.002655169824533306
S01271,0.0024689924735243666
S01273,0.0025561430268617783
S01274,0.002655169824533306
S01275,0.002666319478465232
S01276,0.0024860976074353777
S01278,0.002581244334199789
S01279,0.002655169824533306
S01281,0.002637266101533638
S01282,0.002655169824533306
S01283,0.0025530188516669173
S01285,0.0026086976268640616
S01286,0.0025270928424159745
S01288,0.0026271025512077974
S01289,0.002655169824533306
S01290,0.0024282410998240694
S01291,0.002457022209173598
S01292,0.0026271025512077974
S01293,0.0026086976268640616
S01294,0.0025429007312312716
S01295,0.002428686265827872
S01297,0.0026271025512077974
S01298,0.0026271025512077974
S01301,0.0025429007312312716
S01304,0.002495783329517895
S01306,0.0024853581525193236
S01308,0.002666319478465232
S01309,0.00265268801298296
S01312,0.002540654052489958
S01313,0.002475121357955377
S01314,0.0025990352778822888
S01316,0.0022785232743516345
S01317,0.002540434822156397
S01318,0.0023140069944335606
S01320,0.00257096800455678
S01322,0.002295473405239738
S01323,0.002324519403052962
S01324,0.0024853581525193236
S01325,0.002363518827390107
S01326,0.0022802043865722483
S01328,0.002306524441193499
S01330,0.0025130603424351923
