ufs_serial,run_wf_xy,prob,health
S00226,0000004_4_37_16,0.4187627595181175,0.0
S00227,0000009_6_47_25,0.03480587810682784,0.0
S00229,0000003_10_41_20,0.003375115255240345,0.0
S00233,0000011_23_16_18,0.03560638781446445,0.0
S00237,0000011_19_38_25,0.28898217745498866,0.0
S00238,0000016_25_37_23,0.15856201432150063,0.0
S00245,0000009_7_47_29,0.005744506001510256,0.0
S00247,0000008_22_40_17,0.4173029031110975,0.0
S00248,0000009_2_61_20,0.10928212650570115,0.0048394556829523
S00249,0000009_2_17_26,0.6026295321573466,0.0072902762090563
S00252,0000001_16_16_19,0.17750178319942883,0.0
S00253,0000008_14_19_17,0.23517013320265723,0.0
S00257,0000019_14_46_22,0.014593068352548911,0.0122792453576052
S00258,0000022_7_29_26,0.08751460921803342,0.004889013491513
S00259,0000022_6_51_28,0.11773532683093055,0.0
S00260,0000022_7_18_22,0.492284524130077,0.0
S00261,0000022_6_22_20,0.3976941869616206,0.0
S00262,0000022_7_37_31,0.054382555239607056,0.0
S00264,0000022_6_30_20,0.05333930313626589,0.0
S00265,0000022_5_40_28,0.7380401811408581,0.0021986286219862
S00267,0000022_3_51_13,0.1369766216961683,0.0022214176846302
S00268,0000022_7_32_31,0.05410768637831646,0.0
S00269,0000022_7_34_16,0.8009511017262908,0.0
S00270,0000022_7_23_24,0.6514660267535327,0.0021931566452205
S00271,0000022_1_58_22,0.519914211645735,0.0
S00273,0000022_5_27_13,0.0026051269096674847,0.0023947190902958
S00275,0000022_1_37_16,0.46897258244956663,0.0
S00277,0000003_10_28_21,0.1295406953761546,0.0
S00278,0000003_10_58_21,0.394212748785813,0.0024270303793883
S00283,0000012_21_38_24,0.19950467845489347,0.0
S00284,0000012_15_62_18,0.3838485067469666,0.0
S00289,0000023_4_30_31,0.007817930871882308,0.0
S00290,0000023_12_31_31,0.13997349189057942,0.0024540301396377
S00294,0000013_13_46_19,0.5174739267005306,0.0
S00296,0000012_10_16_24,0.007641626582629874,0.0
S00297,0000024_4_14_24,0.566786757638091,0.0048750582407611
S00302,0000008_14_50_23,0.0017750393053204527,0.0
S00303,0000001_13_52_15,0.019079802997074204,0.0044147169073886
S00308,0000008_9_24_19,0.17022797477161722,0.0
S00309,0000009_1_25_17,0.018658275301804805,0.0021791077496437
