ufs_serial,run_wf_xy,position,pi,one_minus_pi,mu,pred,pred_clipped,health
S00268,0000022_7_32_31,1,0.6704187394782494,0.32958126052175063,0.0018276790784313623,0.00060236877449864,0.00060236877449864,0.0
S00269,0000022_7_34_16,1,0.5659913715806697,0.4340086284193303,0.0016947840548846474,0.0007355509031274368,0.0007355509031274368,0.0
S00270,0000022_7_23_24,1,0.6401728335096367,0.3598271664903633,0.001655183413921905,0.0005955799578533651,0.0005955799578533651,0.0021931566452205
S00271,0000022_1_58_22,1,0.5319299572977803,0.46807004270221975,0.0020403565490121037,0.000955029777023849,0.000955029777023849,0.0
S00273,0000022_5_27_13,1,0.7654802114007544,0.2345197885992456,0.0017750511742918886,0.00041628462614777637,0.00041628462614777637,0.0023947190902958
S00275,0000022_1_37_16,1,0.5846174238453409,0.4153825761546591,0.0017870645916927934,0.0007423154938521265,0.0007423154938521265,0.0
S00277,0000003_10_28_21,1,0.3403949111002125,0.6596050888997875,0.0016474291541252839,0.0010866526536629096,0.0010866526536629096,0.0
S00278,0000003_10_58_21,1,0.48800659141166614,0.5119934085883339,0.0016939441781830275,0.0008672882537462922,0.0008672882537462922,0.0024270303793883
S00283,0000012_21_38_24,1,0.6665125038918583,0.33348749610814166,0.0017108521722625028,0.000570547807138997,0.000570547807138997,0.0
S00284,0000012_15_62_18,1,0.8442210701389251,0.1557789298610749,0.0016726966872335522,0.0002605708999194078,0.0002605708999194078,0.0
S00289,0000023_4_30_31,1,0.637489064291332,0.362510935708668,0.0020233819011571193,0.0007334980662844509,0.0007334980662844509,0.0
S00290,0000023_12_31_31,1,0.5135848882481101,0.4864151117518899,0.0016136540765456621,0.0007849057279718509,0.0007849057279718509,0.0024540301396377
S00294,0000013_13_46_19,1,0.5709561059544288,0.4290438940455712,0.0017076778288943077,0.0007326687454841004,0.0007326687454841004,0.0
